gesture_name,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
none,0.0,0.0,0.06844460964202881,-0.0063340067863464355,0.1334163248538971,-0.0631561279296875,0.16235482692718506,-0.1309574842453003,0.14012280106544495,-0.16870048642158508,0.10873419046401978,-0.15197992324829102,0.12513741850852966,-0.21156561374664307,0.10984012484550476,-0.14088916778564453,0.10441556572914124,-0.1216467022895813,0.06970703601837158,-0.1616741418838501,0.08573657274246216,-0.21148377656936646,0.07301965355873108,-0.1310046911239624,0.06884363293647766,-0.13003134727478027,0.031286343932151794,-0.16753214597702026,0.05054110288619995,-0.21559029817581177,0.04133006930351257,-0.14022451639175415,0.03613758087158203,-0.1331462860107422,-0.009866446256637573,-0.17425090074539185,0.009906649589538574,-0.2098044753074646,0.00856296718120575,-0.15768492221832275,0.002376645803451538,-0.1425095796585083
none,0.0,0.0,0.06814397871494293,-0.008987605571746826,0.13463513553142548,-0.07214361429214478,0.16019044816493988,-0.14594006538391113,0.13250045478343964,-0.1828210949897766,0.10672707855701447,-0.16119223833084106,0.11610858142375946,-0.22165879607200623,0.10262815654277802,-0.1488674283027649,0.10130171477794647,-0.13264769315719604,0.0641816258430481,-0.16682767868041992,0.07347716391086578,-0.2174791693687439,0.06396728754043579,-0.13480007648468018,0.06359852850437164,-0.13910603523254395,0.024066314101219177,-0.16979628801345825,0.03620396554470062,-0.21826142072677612,0.029145896434783936,-0.1422443389892578,0.028186634182929993,-0.1410549283027649,-0.0174005925655365,-0.17357802391052246,-0.004855513572692871,-0.20768070220947266,-0.005231261253356934,-0.15464478731155396,-0.008907154202461243,-0.142056405544281
none,0.0,0.0,0.06640248000621796,-0.015250444412231445,0.12503717839717865,-0.08465802669525146,0.151084765791893,-0.15358954668045044,0.12881352007389069,-0.19226199388504028,0.09885917603969574,-0.1714007556438446,0.11280624568462372,-0.23260334134101868,0.10189343988895416,-0.15750670433044434,0.09594617784023285,-0.1394740343093872,0.057745322585105896,-0.17377734184265137,0.0724429339170456,-0.22365933656692505,0.06536944210529327,-0.13963711261749268,0.058741047978401184,-0.14028245210647583,0.017970070242881775,-0.1745489537715912,0.03543354570865631,-0.2218233048915863,0.03142364323139191,-0.14246201515197754,0.025246962904930115,-0.13866758346557617,-0.02319599688053131,-0.17616406083106995,-0.004021883010864258,-0.21204572916030884,-0.0019191950559616089,-0.15752124786376953,-0.009316548705101013,-0.14361339807510376
none,0.0,0.0,0.06807282567024231,-0.018449604511260986,0.12024852633476257,-0.08768481016159058,0.14492493867874146,-0.1593443751335144,0.1476232409477234,-0.21499335765838623,0.09599614143371582,-0.17340415716171265,0.11743894219398499,-0.2298905849456787,0.1057170033454895,-0.15630698204040527,0.09690502285957336,-0.13959473371505737,0.05871507525444031,-0.17827174067497253,0.07899832725524902,-0.22335010766983032,0.06902971863746643,-0.14167481660842896,0.05930808186531067,-0.14146417379379272,0.020174920558929443,-0.17983588576316833,0.04281121492385864,-0.22305232286453247,0.03544411063194275,-0.14353734254837036,0.025265932083129883,-0.1379576325416565,-0.0218794047832489,-0.18037259578704834,0.0035101771354675293,-0.21402719616889954,0.0032785534858703613,-0.15958857536315918,-0.007586002349853516,-0.14665114879608154
none,0.0,0.0,0.0664147138595581,-0.040925562381744385,0.09991762042045593,-0.13153022527694702,0.112720787525177,-0.2045302391052246,0.11781540513038635,-0.2582434415817261,0.06231585144996643,-0.21150600910186768,0.09155333042144775,-0.25560861825942993,0.0904829204082489,-0.18540608882904053,0.07736828923225403,-0.1696314811706543,0.027715086936950684,-0.20938783884048462,0.06006884574890137,-0.23905879259109497,0.05918136239051819,-0.15608465671539307,0.04252156615257263,-0.15332865715026855,-0.008555620908737183,-0.1996532678604126,0.024929344654083252,-0.2259095013141632,0.02672824263572693,-0.1450505256652832,0.00849124789237976,-0.14027923345565796,-0.04807549715042114,-0.18461060523986816,-0.011615574359893799,-0.20853757858276367,-0.0043675899505615234,-0.1534366011619568,-0.020287618041038513,-0.14192157983779907
none,0.0,0.0,0.06326118111610413,-0.06243300437927246,0.09233096241950989,-0.1517876386642456,0.10438179969787598,-0.2209896445274353,0.11237132549285889,-0.2807110548019409,0.02138371765613556,-0.25221461057662964,0.09484666585922241,-0.2668434679508209,0.09694814682006836,-0.19414103031158447,0.07615476846694946,-0.17435503005981445,-0.00873216986656189,-0.2473313808441162,0.07779988646507263,-0.2433897852897644,0.0766584575176239,-0.16589343547821045,0.054963767528533936,-0.15544873476028442,-0.03036704659461975,-0.22409206628799438,0.055788129568099976,-0.2153182029724121,0.05315706133842468,-0.1432020664215088,0.02929934859275818,-0.13066697120666504,-0.04520229995250702,-0.1904469132423401,0.026124268770217896,-0.18892592191696167,0.02854686975479126,-0.13982969522476196,0.00791122019290924,-0.12672239542007446
none,0.0,0.0,0.029476508498191833,-0.10009950399398804,0.052533671259880066,-0.2016426920890808,0.07324714958667755,-0.27330702543258667,0.0800594836473465,-0.3293110728263855,-0.01625339686870575,-0.2538837194442749,0.07559050619602203,-0.30661290884017944,0.0930153876543045,-0.25650906562805176,0.07638199627399445,-0.2298157811164856,-0.02041734755039215,-0.20077800750732422,0.09734936058521271,-0.23687529563903809,0.09814430773258209,-0.1906667947769165,0.07242144644260406,-0.1752905249595642,-0.012041360139846802,-0.14060723781585693,0.10387779772281647,-0.16843557357788086,0.09476993978023529,-0.12957805395126343,0.06744791567325592,-0.12127673625946045,0.004992321133613586,-0.08079862594604492,0.09878413379192352,-0.10997003316879272,0.08995227515697479,-0.08681458234786987,0.06270761787891388,-0.07696324586868286
none,0.0,0.0,0.04929962754249573,-0.1047506332397461,0.1004607081413269,-0.1954769492149353,0.15122708678245544,-0.22911840677261353,0.16440746188163757,-0.19989782571792603,0.006484687328338623,-0.23162055015563965,0.10619229078292847,-0.2511281967163086,0.12225717306137085,-0.19754499197006226,0.10174360871315002,-0.1695299744606018,-0.006709203124046326,-0.16627752780914307,0.1165120005607605,-0.17739075422286987,0.1159922182559967,-0.12457621097564697,0.08623144030570984,-0.11796361207962036,-0.0028762519359588623,-0.09728211164474487,0.11667782068252563,-0.10315805673599243,0.10580959916114807,-0.06787127256393433,0.07480856776237488,-0.06379741430282593,0.010529160499572754,-0.03303796052932739,0.10569256544113159,-0.043385326862335205,0.09455090761184692,-0.027345120906829834,0.06571605801582336,-0.02259427309036255
none,0.0,0.0,0.07253028452396393,-0.07614284753799438,0.12208066880702972,-0.1387593150138855,0.16308726370334625,-0.16998714208602905,0.17870475351810455,-0.1728343367576599,0.03683091700077057,-0.26122164726257324,0.13178248703479767,-0.27567392587661743,0.14178438484668732,-0.21686041355133057,0.12109355628490448,-0.19470173120498657,0.01743297278881073,-0.21189391613006592,0.13383130729198456,-0.20738589763641357,0.1311672180891037,-0.14630240201950073,0.10512746870517731,-0.14149481058120728,0.012285217642784119,-0.14994436502456665,0.12664146721363068,-0.135303795337677,0.11431257426738739,-0.09290146827697754,0.08345134556293488,-0.09221464395523071,0.017948076128959656,-0.08602714538574219,0.10943467915058136,-0.07644152641296387,0.10039316117763519,-0.05193781852722168,0.07286597788333893,-0.0524788498878479
none,0.0,0.0,0.04060670733451843,-0.09133404493331909,0.07493409514427185,-0.1850307583808899,0.10487198829650879,-0.2465265393257141,0.12238603830337524,-0.2763056755065918,0.013883218169212341,-0.25502848625183105,0.11668330430984497,-0.27831441164016724,0.12273994088172913,-0.22362816333770752,0.09786677360534668,-0.2061711549758911,0.0030487626791000366,-0.19970065355300903,0.12650629878044128,-0.2041882872581482,0.11803114414215088,-0.15578413009643555,0.08652156591415405,-0.14677417278289795,0.0040734559297561646,-0.13646429777145386,0.1213797926902771,-0.13515400886535645,0.10510993003845215,-0.09604865312576294,0.07400360703468323,-0.09357696771621704,0.014735475182533264,-0.07179391384124756,0.10966935753822327,-0.07631021738052368,0.10040691494941711,-0.057170093059539795,0.0742131769657135,-0.05579328536987305
